inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Dadra & Nagar Haveli|Dadra & Nagar Haveli|SHRI VINOBA BHAVE COLLEGE OF NURSING,Shri Vinoba Bhave College Of Nursing,"Shri Vinoba Bhave College Of Nursing, Ssr College Campus, Sayli Road,, , Distt.- Dadra & Nagar Haveli, Dadra & Nagar Haveli, Pin Code- 396230",Directorate Of Medical And Health Services,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Government,B.Sc(N) | M. Sc (N),60 (Sixty) | 20 (Twenty) Med-Surg-4 Chn-4 Psy-4 Obg-4 Paed-4,80,396230,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:12:07.536198
