sl_no,institution_name_raw,institution_address_raw,trust_name,district_name,state,sector,programme,annual_intake,academic_year,page_number,source_url,extraction_timestamp
1,A K Patel School Of Nursing,"A K Patel School Of Nursing, Anandba Campus, Near Karai Gam Road, At & P.O- Valad, Gandhinagar, Distt.- Gandhinagar, Gujarat, Pin Code- 382355",Induben Seva Trust,Gandhinagar,Gujarat,Private,GNM,40 (Forty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
1,A K Patel School Of Nursing,"A K Patel School Of Nursing, Anandba Campus, Near Karai Gam Road, At & P.O- Valad, Gandhinagar, Distt.- Gandhinagar, Gujarat, Pin Code- 382355",Induben Seva Trust,Gandhinagar,Gujarat,Private,B.Sc(N),50 (Fifty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
1,A K Patel School Of Nursing,"A K Patel School Of Nursing, Anandba Campus, Near Karai Gam Road, At & P.O- Valad, Gandhinagar, Distt.- Gandhinagar, Gujarat, Pin Code- 382355",Induben Seva Trust,Gandhinagar,Gujarat,Private,P B B.Sc(N),50 (Fifty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
2,A N M (F H W) Training School,"A N M (F H W) Training School, Divisional Training Centre Campus, Near Bus Stand, , Aliabada, Distt.- Jamnagar, Gujarat, Pin Code- 361110",Gujarat Government,Jamnagar,Gujarat,Government,ANM,20 (TWENTY),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
3,A N M (F H W) Training School,"A N M (F H W) Training School, Divisional Training Centre, Padra, Distt.- Vadodara, Gujarat, Pin Code- 391440",Gujarat State Government,Vadodara,Gujarat,Government,ANM,20 (TWENTY),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
4,A N M (F H W) Training School,"A N M (F H W) Training School, G D General Hospital, Visnagar , Visnagar, Distt.- Mehsana, Gujarat, Pin Code- 384315",Health And Family Welfare Department,Mehsana,Gujarat,Government,ANM,20 (TWENTY),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
5,A N M (F H W) Training School,"A N M (F H W) Training School, General Nursing School New Building, Navsari, Distt.- Navsari, Gujarat, Pin Code- 396445",Gujarat Government,Navsari,Gujarat,Government,ANM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
5,A N M (F H W) Training School,"A N M (F H W) Training School, General Nursing School New Building, Navsari, Distt.- Navsari, Gujarat, Pin Code- 396445",Gujarat Government,Navsari,Gujarat,Government,GNM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
6,A N M (F H W) Training School,"A N M (F H W) Training School, New Civil Hospital Campus, Near Nandikeshwar Mahadev Temple, At. Jeetnagar, P.O-Sunderpura, Rajpipla, Distt.- Narmada, Gujarat, Pin Code- 393145",Gujarat Government,Narmada,Gujarat,Government,ANM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
6,A N M (F H W) Training School,"A N M (F H W) Training School, New Civil Hospital Campus, Near Nandikeshwar Mahadev Temple, At. Jeetnagar, P.O-Sunderpura, Rajpipla, Distt.- Narmada, Gujarat, Pin Code- 393145",Gujarat Government,Narmada,Gujarat,Government,GNM,30 (Thirty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
7,A N M (F H W) Training School,"A N M (F H W) Training School, Referal Hospital/Chc, Opp. Bus Station, Radhanpur, Distt.- Patan, Gujarat, Pin Code- 385340",Government Of Gujarat,Patan,Gujarat,Government,ANM,40 (Forty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
8,A N M (F H W) Training School,"A N M (F H W) Training School, Referral Hospital And Chc Campus, Chotila, Distt.- Surendranagar, Gujarat, Pin Code- 363520",Government Of Gujarat,Surendranagar,Gujarat,Government,ANM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
9,A N M (F H W) Training School,"A N M (F H W) Training School, School Of Nursing, 1St Floor, Simila Gate General Hospital Palanpur , Palanpur, Distt.- Banaskantha, Gujarat, Pin Code- 385001",Government Of Gujarat,Banaskantha,Gujarat,Government,ANM,30 (Thirty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
9,A N M (F H W) Training School,"A N M (F H W) Training School, School Of Nursing, 1St Floor, Simila Gate General Hospital Palanpur , Palanpur, Distt.- Banaskantha, Gujarat, Pin Code- 385001",Government Of Gujarat,Banaskantha,Gujarat,Government,GNM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
10,A N M (F H W) Training School,"A N M (F H W) Training School, School Of Nursing, G K General Hospital, , Bhuj-Kachchh, Distt.- Kachchh, Gujarat, Pin Code- 370001",Government Of Gujarat,Kachchh,Gujarat,Government,ANM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
11,A N M (F H W) Training School,"A N M (F H W) Training School, School Of Nursing, General Hospital, , Distt.- Morbi, Gujarat, Pin Code- 363641",Government Of Gujarat,Morbi,Gujarat,Government,ANM,40 (Forty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
12,A N M (F H W) Training School,"A N M (F H W) Training School, School Of Nursing, S S Hospital, , Petlad, Distt.- Anand, Gujarat, Pin Code- 388450",Govt .Of Gujarat,Anand,Gujarat,Government,ANM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
13,A N M (F H W) Training School,"A N M (F H W) Training School, School Of Nursing,Etpur Road Near Hudko Koloni, Bagasara, Distt.- Amreli, Gujarat, Pin Code- 365440",Ra.Aa.Pa.Ka.Sansthan,Amreli,Gujarat,Government,ANM,20 (TWENTY),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
14,A N M (F H W) Training School,"A N M (F H W) Training School, Sheth N.L.General Hospital Patan. Near: Chaturbhuj Bag, Bagawada Darwaja Patan. , Vill.- Patan, Tehsil- Patan, Distt.- Patan, Gujarat, Pin Code- 384265",Gujarat Government,Patan,Gujarat,Government,ANM,40 (Forty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
15,A N M (F H W) Training School,"A N M (F H W) Training School, Sub District Hospital Layja Road, Mandvi, Distt.- Kachchh, Gujarat, Pin Code- 370465",State Institute Of Health And Family Welfare,Kachchh,Gujarat,Government,ANM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
16,A N M Nursing School,"A N M Nursing School , Sanskar Tirth, Ajol, Distt.- Gandhinagar, Gujarat, Pin Code- 382810",Sanskar Tirth - Ajol,Gandhinagar,Gujarat,Private,ANM,30 (Thirty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
17,A N M Training School,"A N M Training School, Devisional Training Center, At: Sachin, Vill.- Pardi Gam, Tehsil- Chorasi, Distt.- Surat, Gujarat, Pin Code- 392516",Government Of Gujrat,Surat,Gujarat,Government,ANM,30 (Thirty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
18,A.M.C M.E.T Nursing College,"A.M.C M.E.T Nursing College , Sheth Vadilal Sarabhai General Hospital Campus, Eliis Bridge , Ahmedabad City, Distt.- Ahmedabad, Gujarat, Pin Code- 380006",Ahmedabad Municipal Corporation Medical Education Trust,Ahmedabad,Gujarat,Government,GNM,100 (One Hundred),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:13:03.678992
