inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Lakshadweep|Lakshadweep|GOVERNMENT NURSING COLLEGE,Government Nursing College,"Government Nursing College, Kavaratti Island, Kavaratti, Distt.- Lakshadweep, Lakshadweep, Pin Code- 682555",Lakshadweep Administration,Lakshadweep,Lakshadweep,Government,B.Sc(N),30 (Thirty),30,682555,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:25:41.917399
