sl_no,institution_name_raw,institution_address_raw,trust_name,district_name,state,sector,programme,annual_intake,academic_year,page_number,source_url,extraction_timestamp
1,Government College Of Nursing,"Government College Of Nursing, Stnm Hospital, Sochakgang Sichey, Gangtok, Distt.- East, Sikkim, Pin Code- 737134",Government Of Sikkim,East,Sikkim,Government,B.Sc(N),40 (Forty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
2,Nursing Training Centre,"Nursing Training Centre, Chuwatar, Sawanay, West Pandam, Singtam, Distt.- East, Sikkim, Pin Code- 737134",Government Of Sikkim,East,Sikkim,Government,ANM,20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
3,Sikkim Manipal Institute Of Medical,"Sikkim Manipal Institute Of Medical, Sikkim Manipal University, 5Th Mile , Vill.- Tadong, Tehsil- Tadong, Distt.- East, Sikkim, Pin Code- 737102",Sikkim Manipal University,East,Sikkim,Private,B.Sc(N),100 (One Hundred),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
3,Sikkim Manipal Institute Of Medical,"Sikkim Manipal Institute Of Medical, Sikkim Manipal University, 5Th Mile , Vill.- Tadong, Tehsil- Tadong, Distt.- East, Sikkim, Pin Code- 737102",Sikkim Manipal University,East,Sikkim,Private,M. Sc (N),25 (Twenty Five) 5 In Each Speciality,2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
4,Sikkim Professional College Of Nursing,"Sikkim Professional College Of Nursing, Metro Point, Tadong, , Gangtok, Distt.- East, Sikkim, Pin Code- 737102",T K V T S S Medical Educational And Charitable Trust,East,Sikkim,Private,GNM,30 (Thirty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
4,Sikkim Professional College Of Nursing,"Sikkim Professional College Of Nursing, Metro Point, Tadong, , Gangtok, Distt.- East, Sikkim, Pin Code- 737102",T K V T S S Medical Educational And Charitable Trust,East,Sikkim,Private,B.Sc(N),30 (Thirty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
4,Sikkim Professional College Of Nursing,"Sikkim Professional College Of Nursing, Metro Point, Tadong, , Gangtok, Distt.- East, Sikkim, Pin Code- 737102",T K V T S S Medical Educational And Charitable Trust,East,Sikkim,Private,P B B.Sc(N),20 (Twenty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
5,Sikkim Professional Institute Of Nursing,"Sikkim Professional Institute Of Nursing, 8Th Mile Budang, Soreng, West Sikkim , Budang, Distt.- West, Sikkim, Pin Code- 737121",Jeen Universal Foundation,West,Sikkim,Private,B.Sc(N),30 (Thirty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
5,Sikkim Professional Institute Of Nursing,"Sikkim Professional Institute Of Nursing, 8Th Mile Budang, Soreng, West Sikkim , Budang, Distt.- West, Sikkim, Pin Code- 737121",Jeen Universal Foundation,West,Sikkim,Private,GNM,40 (Forty),2025-2026,1,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:36:40.437717
