sl_no,institution_name_raw,institution_address_raw,trust_name,district_name,state,sector,programme,annual_intake,academic_year,page_number,source_url,extraction_timestamp
3,Royal School Of Nursing,"Royal School Of Nursing, Irdeo Complex, Wangbal, Thoubal , Thoubal , Distt.- Thoubal, Manipur, Pin Code- 795010",Society For Rural Upliftment,Thoubal,Manipur,Private,GNM,30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
4,Saina Institute Of Medical Sciences School Of Nursing,"Saina Institute Of Medical Sciences School Of Nursing, Top Makha Leikai, Yaralpat (Opposite Navodaya School) Imphal East District, Manipur, Imphal East, Distt.- Imphal East, Manipur, Pin Code- 795",Kangleipak Rural Area Development Organization,Imphal East,Manipur,Private,GNM,40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
5,Saraswati College Of Nursing,"Saraswati College Of Nursing, Pangei, Nepali Basti, Imphal East,, Imphal, Distt.- Imphal East, Manipur, Pin Code- 795114",Saraswati Charitable Trust,Imphal East,Manipur,Private,B.Sc(N),30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
6,School Of Nursing Kangpokpi Christian Hospital,"School Of Nursing Kangpokpi Christian Hospital, Kangpokpi Mission Compound , Kangpokpi , Distt.- Senapati, Manipur, Pin Code- 795129",Manipur Baptist Convention,Senapati,Manipur,Private,ANM,30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
7,Shija Academy Of Nursing,"Shija Academy Of Nursing, Shija Hospitals & Research Institute,Langol, Imphal, Distt.- Imphal West, Manipur, Pin Code- 795004",Shija Foundation,Imphal West,Manipur,Private,B.Sc(N),40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
8,Temple Of Learning Mayengbam Apabi Nursing College,"Temple Of Learning Mayengbam Apabi Nursing College, Kha Naorem Leikai, Canchipur, Imphal West, Distt.- Imphal West, Manipur, Pin Code- 795003",Temple Educational Society,Imphal West,Manipur,Private,B.Sc(N),30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
9,The School Of Nursing,"The School Of Nursing, Porompat Under The Modern Clinic & Village Ind. Society, Khabeisoi(Mcvis) Tv Tower Ddk Road , Porompat, Distt.- Imphal East, Manipur, Pin Code- 795005",Modern Clinic And Village Industries Society,Imphal East,Manipur,Private,GNM,20 (Twenty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
10,Tunnu School Of Nursing,"Tunnu School Of Nursing, , Churachandpur, Distt.- Churachandpur, Manipur, Pin Code- 795128",Tunnu Foundation Trust,Churachandpur,Manipur,Private,GNM,30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
11,Universal College Of Nursing,"Universal College Of Nursing, Yairipok, Yairipok, Distt.- Thoubal, Manipur, Pin Code- 795149",Yairipok Universal College,Thoubal,Manipur,Private,B.Sc(N),40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
12,Yengkhom Netramani College Of Nursing,"Yengkhom Netramani College Of Nursing, Lamdong, Near Ar Campus,Kakching, Kakching, Distt.- Thoubal, Manipur, Pin Code- 795103",Jivan Hospital,Thoubal,Manipur,Private,B.Sc(N),40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:29:21.924150
