sl_no,institution_name_raw,institution_address_raw,trust_name,district_name,state,sector,programme,annual_intake,academic_year,page_number,source_url,extraction_timestamp
6,Choithram College Of Nursing,"Choithram College Of Nursing , Manik Bagh Road , Indore, Distt.- Indore, Madhya Pradesh, Pin Code- 452014",Choithram Charitable Trust,Indore,Madhya Pradesh,Private,M. Sc (N),"33 (Thirty Three) Chn-08, Med-Surg.-05, Obg-08, Paed.-06, Psy-06",2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
7,Christian Hospital Chattarpur,"Christian Hospital Chattarpur, Christian Hospital , Chhatarpur , Distt.- Chhatarpur, Madhya Pradesh, Pin Code- 471001",Bethesda Hospital Society,Chhatarpur,Madhya Pradesh,Private,GNM,20 (Twenty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
8,College Of Nursing,"College Of Nursing, Padhar Hospital, Post Padhar , Padhar, Distt.- Betul, Madhya Pradesh, Pin Code- 460005",Evangelical Lutheran Church In Mp,Betul,Madhya Pradesh,Private,B.Sc(N),30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
8,College Of Nursing,"College Of Nursing, Padhar Hospital, Post Padhar , Padhar, Distt.- Betul, Madhya Pradesh, Pin Code- 460005",Evangelical Lutheran Church In Mp,Betul,Madhya Pradesh,Private,GNM,40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
9,Department Of Nursing Education,"Department Of Nursing Education, Brncop Campus Mhow Neemuch Road Near Krishi Upaj Mandi Mandsaur (M.P0, Mandsaur, Distt.- Mandsaur, Madhya Pradesh, Pin Code- 458001",Shri Bhanwar Lal Nahata Smriti Sansthan Mandsaur,Mandsaur,Madhya Pradesh,Private,B.Sc(N),30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
10,Diamond Nursing College,"Diamond Nursing College, Gandhi Nagar Bhensodamandi Tehsil Bhanpur Dist Mandsaur , Bhensodamandi, Distt.- Mandsaur, Madhya Pradesh, Pin Code- 458778",Jagrati Paryavaran Samajik Samati Bhensodamandi,Mandsaur,Madhya Pradesh,Private,B.Sc(N),40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
10,Diamond Nursing College,"Diamond Nursing College, Gandhi Nagar Bhensodamandi Tehsil Bhanpur Dist Mandsaur , Bhensodamandi, Distt.- Mandsaur, Madhya Pradesh, Pin Code- 458778",Jagrati Paryavaran Samajik Samati Bhensodamandi,Mandsaur,Madhya Pradesh,Private,GNM,30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
11,District Hospital Anm Training Centre,"District Hospital Anm Training Centre, District Hospital Compound, , Distt.- Shivpuri, Madhya Pradesh, Pin Code- 0",,Shivpuri,Madhya Pradesh,Government,ANM,60 (Sixty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
12,Faculty Of Nursing Bhabha University Bhopal,"Faculty Of Nursing Bhabha University Bhopal, Bhabha University Nh-12 Hoshangabad Road Jatkhedi , Bhopal, Distt.- Bhopal, Madhya Pradesh, Pin Code- 462026",Bhabha University Bhopal,Bhopal,Madhya Pradesh,Private,B.Sc(N),30 (Thirty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
13,Female Health Worker School,"Female Health Worker School, Barwani, District Hospital Barwani, , Distt.- Barwani, Madhya Pradesh, Pin Code- 451551",,Barwani,Madhya Pradesh,Government,ANM,40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
