inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Andaman & Nicobar|Andaman|ANM TRAINING SCHOOL,Anm Training School,"Anm Training School, Van Vikas Bhavan,Haddo,Sri Vijaya Puram,Andamans,Andaman & Nicobar Islands, Sri Vijaya Puram (Portblair), Distt.- Andaman, Andaman & Nicobar, Pin Code- 744102",Mohfw,Andaman,Andaman & Nicobar,Government,ANM | GNM,30 (Thirty) | 20 (Twenty),50,744102,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:07:27.868133
