inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Himachal Pradesh|Una|HIMCAPES SCHOOL OF NURSING,Himcapes School Of Nursing,"Himcapes School Of Nursing, Vpo-Badhera, Una, Distt.- Una, Himachal Pradesh, Pin Code- 177209",The H P State Coop Advancement Of Prof Edu Soc,Una,Himachal Pradesh,Private,GNM | ANM | B.Sc(N) | P B B.Sc(N),40 (Forty) | 30 (Thirty) | 60 (Sixty) | 30 (Thirty),160,177209,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Shimla|INDIAN INSTITUTE OF NURSING,Indian Institute Of Nursing,"Indian Institute Of Nursing, Hari Devi, Ghanahatti, , Distt.- Shimla, Himachal Pradesh, Pin Code- 171014",Mata Bhakti Devi Welfare Society,Shimla,Himachal Pradesh,Private,B.Sc(N),30 (Thirty),30,171014,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Mandi|JAI DURGA MAA BSC NURSING COLLEGE,Jai Durga Maa Bsc Nursing College,"Jai Durga Maa Bsc Nursing College, Post Office- Bihun, Vill.- Thapri, Tehsil- Jogindarnagar, Distt.- Mandi, Himachal Pradesh, Pin Code- 175015",Dharwal Sub Divisional Educational Society,Mandi,Himachal Pradesh,Private,B.Sc(N),30 (Thirty),30,175015,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Shimla|JAKH INSTITUTE OF NURSING,Jakh Institute Of Nursing,"Jakh Institute Of Nursing, Near Mahatma Gandhi Medical Services Complex, P.O. Khaneri, Rampur Bushahr, Distt.- Shimla, Himachal Pradesh, Pin Code- 172001",Jakh Institutional Society,Shimla,Himachal Pradesh,Private,GNM | B.Sc(N),40 (Forty) | 40 (Forty),80,172001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Mandi|JEEVAN REKHA SCHOOL OF NURSING,Jeevan Rekha School Of Nursing,"Jeevan Rekha School Of Nursing, Bhojpur, Sunder Nagar, Distt.- Mandi, Himachal Pradesh, Pin Code- 175002",Jeevan Rekha Associates,Mandi,Himachal Pradesh,Private,GNM | B.Sc(N),40 (Forty) | 30 (Thirty),70,175002,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Bilaspur|JEEWAN JYOTI SCHOOL OF NURSING,Jeewan Jyoti School Of Nursing,"Jeewan Jyoti School Of Nursing, P.O.-Chandpur , Vill.- Mehan , Tehsil- Bilaspur Sadar, Distt.- Bilaspur, Himachal Pradesh, Pin Code- 174004",Dogra Industrial Training Society,Bilaspur,Himachal Pradesh,Private,ANM | B.Sc(N),30 (Thirty) | 20 (Twenty),50,174004,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Kangra|KAMAKSHI COLLEGE OF BSC NURSING,Kamakshi College Of Bsc Nursing,"Kamakshi College Of Bsc Nursing, Post Office- Bhugnra, Vill.- Bassa Waziran , Tehsil- Nurpur, Distt.- Kangra, Himachal Pradesh, Pin Code- 176201",Shyama Multipurpose Education Centre,Kangra,Himachal Pradesh,Private,B.Sc(N) | P B B.Sc(N) | GNM,60 (Sixty) | 25 (Twenty Five) | 40 (Forty),125,176201,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Bilaspur|KOL VALLEY INSTITUTE OF NURSING,Kol Valley Institute Of Nursing,"Kol Valley Institute Of Nursing , P.O.: Harnoda(Koldam), Harnora, Distt.- Bilaspur, Himachal Pradesh, Pin Code- 174036",Kol Valley Educational Society And Training,Bilaspur,Himachal Pradesh,Private,P B B.Sc(N) | GNM | B.Sc(N),20 (Twenty) | 40 (Forty) | 40 (Forty),100,174036,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Solan|LORD MAHAVIRA NURSING COLLEGE,Lord Mahavira Nursing College,"Lord Mahavira Nursing College, Swarghat Road, Vill.- Dattowal, Tehsil- Nalagarh, Distt.- Solan, Himachal Pradesh, Pin Code- 174101",Vardhman Educational Society,Solan,Himachal Pradesh,Private,P B B.Sc(N) | B.Sc(N) | GNM,20 (Twenty) | 50 (Fifty) | 40 (Forty),110,174101,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:29.962203
Himachal Pradesh|Hamirpur|MAA JANAKI SCHOOL OF NURSING,Maa Janaki School Of Nursing,"Maa Janaki School Of Nursing , House No 48, Ward No 1, Hira Nagar , Hamirpur , Distt.- Hamirpur, Himachal Pradesh, Pin Code- 177001",Gaitry Educational Society,Hamirpur,Himachal Pradesh,Private,ANM | GNM | B.Sc(N),40 (Forty) | 40 (Forty) | 20 (Twenty),100,177001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Kangra|MAA JAWALA NURSING INSTITUTE,Maa Jawala Nursing Institute,"Maa Jawala Nursing Institute, Village Kundali Har Po Karyara , Dehra Gopipur, Distt.- Kangra, Himachal Pradesh, Pin Code- 177117",Swasthya Shiksha Paryavaran Avam Mahila Vikas Samiti Hp,Kangra,Himachal Pradesh,Private,B.Sc(N),60 (Sixty),60,177117,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Solan|MAHARISHI MARKADESHWAR COLLEGE OF NURSING,Maharishi Markadeshwar College Of Nursing,"Maharishi Markadeshwar College Of Nursing, M.M University Campus, Kumarhatti, Kumarhatti- Solan, Distt.- Solan, Himachal Pradesh, Pin Code- 173229",Maharishi Markandeshwar University,Solan,Himachal Pradesh,Private,GNM | B.Sc(N),40 (Forty) | 60 (Sixty),100,173229,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Sirmaur|MATA PADMAWATI SCHOOL OF NURISNG,Mata Padmawati School Of Nurisng,"Mata Padmawati School Of Nurisng, Near R & T Factory, Kolawala Bhood Road Mauja Jarja, Nahan, Distt.- Sirmaur, Himachal Pradesh, Pin Code- 173001",Mata Padmawati Educational Society,Sirmaur,Himachal Pradesh,Private,GNM | B.Sc(N) | P B B.Sc(N),40 (Forty) | 40 (Forty) | 20 (Twenty),100,173001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Solan|MURARI LAL MEMORIAL COLLEGE OF NURSING,Murari Lal Memorial College Of Nursing,"Murari Lal Memorial College Of Nursing, Po Oachghta, Vill.- Nagali, Tehsil- Solan, Distt.- Solan, Himachal Pradesh, Pin Code- 173223",Kusum Gupta And Associates Trust,Solan,Himachal Pradesh,Private,P B B.Sc(N) | GNM | B.Sc(N) | M. Sc (N),"30 (Thirty) | 40 (Forty) | 60 (Sixty) | 20 (Twenty) Med-Surg-4, Commhn-5, Paed-4, Obg-4, Psy-3",150,173223,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Mandi|NAINA COLLGE OF NURSING,Naina Collge Of Nursing,"Naina Collge Of Nursing , Nh-21 V.P.O. Nagchala Tehsil Balh Distt. Mandi (H.P.) , Mandi , Distt.- Mandi, Himachal Pradesh, Pin Code- 175021",Naina Educational Society,Mandi,Himachal Pradesh,Private,GNM | B.Sc(N),25 (Twenty Five) | 40 (Forty),65,175021,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Mandi|NANDINI SCHOOL OF NURSING,Nandini School Of Nursing,"Nandini School Of Nursing, Po Kanaid, Vill.- Kanaid, Tehsil- Sundarnagar, Distt.- Mandi, Himachal Pradesh, Pin Code- 175019",Nandini Vidyapeeth Educational Society,Mandi,Himachal Pradesh,Private,GNM,30 (Thirty),30,175019,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
