inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Assam|Nalbari|GNM TRAINING SCHOOL,Gnm Training School,"Gnm Training School, Nalbari Maternity Hospital, Ward No. 11, Alternative Road, Nalbari, Nalbari, Distt.- Nalbari, Assam, Pin Code- 781335",Renuka Women's Health Education Trust,Nalbari,Assam,Private,GNM,40 (Forty),40,781335,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Kamrup Metro|GOHAIN INSTITUTE OF NURSING,Gohain Institute Of Nursing,"Gohain Institute Of Nursing, Milijulinagar, Namgharpath, Panjabari, P.O. Panjabari, Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781037",Gohain Educational Trust,Kamrup Metro,Assam,Private,GNM | ANM,40 (Forty) | 20 (Twenty),60,781037,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Golaghat|GOVERNMENT GNM TRAINING SCHOOL,Government Gnm Training School,"Government Gnm Training School, Kushal Konwar Civil Hospital, Golaghat, Distt.- Golaghat, Assam, Pin Code- 785621",Govt Of Assam,Golaghat,Assam,Government,GNM,50 (Fifty),50,785621,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Nagoan|HAJI ABDUL MAJID MEMORIAL NURSING SCHOOL,Haji Abdul Majid Memorial Nursing School,"Haji Abdul Majid Memorial Nursing School, Hamm Hospital Complex, Main Road, P O - Hojai, Hojai, Distt.- Nagoan, Assam, Pin Code- 782435",Haji Abdul Majid Memorial Public Trust,Nagoan,Assam,Private,GNM,50 (Fifty),50,782435,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Kamrup Metro|HAYAT INSTITUTE OF NURSING EDUCATION,Hayat Institute Of Nursing Education,"Hayat Institute Of Nursing Education, Kamal Tower, Nine Mile, Amerigog,Gs Road,, Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781023",Hayat Foundation,Kamrup Metro,Assam,Private,B.Sc(N) | GNM,60 (Sixty) | 40 (Forty),100,781023,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Kamrup ( Rural )|HEALTH CARE NURSING INSTITUTE OF SCIENCE AND PARAMEDICAL TECHNOLOGY,Health Care Nursing Institute Of Science And Paramedical Technology,"Health Care Nursing Institute Of Science And Paramedical Technology, Sankardev Path (Bidyapur),Po Hajo, Ps Hajo, Hajo, Distt.- Kamrup ( Rural ), Assam, Pin Code- 781102",Managing Committee Health Care Nursing Institute Of Science And Paramedical Technology,Kamrup ( Rural ),Assam,Private,GNM,30 (Thirty),30,781102,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Kamrup Metro|HEALTH CITY INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES,Health City Institute Of Nursing And Paramedical Sciences,"Health City Institute Of Nursing And Paramedical Sciences, Koinadhara, Nh-37, Khanapara, Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781022",Dr Bhaba Das Foundation,Kamrup Metro,Assam,Private,B.Sc(N),40 (Forty),40,781022,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Dima Hasao|HOLY SPIRIT SCHOOL OF NURSING,Holy Spirit School Of Nursing,"Holy Spirit School Of Nursing, Convent Road, Nr Dsa Ground,, Vill.- Haflong, Tehsil- Harangajao, Distt.- Dima Hasao, Assam, Pin Code- 788819",Pavitra Athma Sevika Sanstha,Dima Hasao,Assam,Private,ANM,20 (Twenty),20,788819,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Barpeta|INSTITUTE OF NURSING EDUCATION (INE),Institute Of Nursing Education (Ine),"Institute Of Nursing Education (Ine), Krishnaguru Adhyatmik Visvavidyalaya,, Nasatra, Barpeta, Sarthebari, Distt.- Barpeta, Assam, Pin Code- 781307",Krishnaguru Adhyatmik Visvavidyalaya,Barpeta,Assam,Private,GNM | B.Sc(N),60 (Sixty) | 60 (Sixty),120,781307,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Kamrup Metro|J.B. SCHOOL OF NURSING,J.B. School Of Nursing,"J.B. School Of Nursing, J.B. Campus, Suncity Lane, House No-3, Baghorbori Road,Ambari, Satgaon, P.O-Udayan Vihar, Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781171",J.B.Foundation Trust,Kamrup Metro,Assam,Private,GNM,30 (Thirty),30,781171,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:43.446210
Assam|Jorhat|JORHAT CHRISTIAN MEDICAL CENTRE,Jorhat Christian Medical Centre,"Jorhat Christian Medical Centre, School Of Nursing, Jail Road Borbheta, Jorhat, Distt.- Jorhat, Assam, Pin Code- 785004",Jorhat Christian Medical Centre Trust,Jorhat,Assam,Private,GNM,20 (Twenty),20,785004,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Jorhat|JORHAT INSTITUTE OF NURSING,Jorhat Institute Of Nursing,"Jorhat Institute Of Nursing, Jyoti Pratap Niwas, Koliapani, P.S.- Teok, Jorhat, Distt.- Jorhat, Assam, Pin Code- 785107",Sankar Madhav Associates,Jorhat,Assam,Private,B.Sc(N),20 (Twenty),20,785107,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Jorhat|KENDUGURI INSTITUTE OF NURSING,Kenduguri Institute Of Nursing,"Kenduguri Institute Of Nursing, Kenduguri Po Chengali Gaon, Jorhat, Distt.- Jorhat, Assam, Pin Code- 785010",Gyan Bharati Foundation,Jorhat,Assam,Private,GNM | ANM,40 (Forty) | 30 (Thirty),70,785010,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Sonitpur|KUKI SCHOOL OF NURSING,Kuki School Of Nursing,"Kuki School Of Nursing, Vill- Milanpur, P.O-Dipota, P.S- Tezpur, Dist- Sonitpur, State- Assam,Pin-784150, Tezpur, Distt.- Sonitpur, Assam, Pin Code- 784150",Prajapati Education Society,Sonitpur,Assam,Private,GNM,50 (Fifty),50,784150,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
