sl_no,institution_name_raw,institution_address_raw,trust_name,district_name,state,sector,programme,annual_intake,academic_year,page_number,source_url,extraction_timestamp
19,Himalayan College Of Nursing,"Himalayan College Of Nursing,, Swami Ram Nagar, Jollygrant, Doiwala, Distt.- Dehra Dun, Uttaranchal, Pin Code- 248016",Swami Rama Himalayan University,Dehra Dun,Uttaranchal,Private,B.Sc(N),255 (Two Hundred Fifty Five),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:22.663677
19,Himalayan College Of Nursing,"Himalayan College Of Nursing,, Swami Ram Nagar, Jollygrant, Doiwala, Distt.- Dehra Dun, Uttaranchal, Pin Code- 248016",Swami Rama Himalayan University,Dehra Dun,Uttaranchal,Private,M. Sc (N),25 (Twenty Five) 5 In Each Speciality,2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:22.663677
19,Himalayan College Of Nursing,"Himalayan College Of Nursing,, Swami Ram Nagar, Jollygrant, Doiwala, Distt.- Dehra Dun, Uttaranchal, Pin Code- 248016",Swami Rama Himalayan University,Dehra Dun,Uttaranchal,Private,P B B.Sc(N),45 (Forty Five),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:22.663677
19,Himalayan College Of Nursing,"Himalayan College Of Nursing,, Swami Ram Nagar, Jollygrant, Doiwala, Distt.- Dehra Dun, Uttaranchal, Pin Code- 248016",Swami Rama Himalayan University,Dehra Dun,Uttaranchal,Private,NURSE PRACTITIONER IN CRITICAL CARE(NPCC),15 (Fifteen),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:22.663677
20,Himalayiya College Of Nursing (Himalayiya University),"Himalayiya College Of Nursing (Himalayiya University), Fatehpur Tanda Jeevanwala (Majri Grant), , Distt.- Dehra Dun, Uttaranchal, Pin Code- 248140",Himalayiya Ayurvedic Yog Evam Prakartic Chikitsa Sansthan,Dehra Dun,Uttaranchal,Private,B.Sc(N),60 (Sixty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:22.663677
1,Jeevan Rekha College Of Nursing,"Jeevan Rekha College Of Nursing, Kachnal Gazi Manpur Road, Kashipur, Distt.- Udham Singh Nagar, Uttaranchal, Pin Code- 244713",Jeevan Rekha Educational Society,Udham Singh Nagar,Uttaranchal,Private,ANM,20 (Twenty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
1,Jeevan Rekha College Of Nursing,"Jeevan Rekha College Of Nursing, Kachnal Gazi Manpur Road, Kashipur, Distt.- Udham Singh Nagar, Uttaranchal, Pin Code- 244713",Jeevan Rekha Educational Society,Udham Singh Nagar,Uttaranchal,Private,GNM,20 (Twenty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
1,Jeevan Rekha College Of Nursing,"Jeevan Rekha College Of Nursing, Kachnal Gazi Manpur Road, Kashipur, Distt.- Udham Singh Nagar, Uttaranchal, Pin Code- 244713",Jeevan Rekha Educational Society,Udham Singh Nagar,Uttaranchal,Private,B.Sc(N),40 (Forty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
1,Jeevan Rekha College Of Nursing,"Jeevan Rekha College Of Nursing, Kachnal Gazi Manpur Road, Kashipur, Distt.- Udham Singh Nagar, Uttaranchal, Pin Code- 244713",Jeevan Rekha Educational Society,Udham Singh Nagar,Uttaranchal,Private,P B B.Sc(N),20 (Twenty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
2,Kingston Imperial Institute Of Medical Sciences,"Kingston Imperial Institute Of Medical Sciences, Kanswali Kothri, Dunga, Dehradun - 248007, Dehradun, Distt.- Dehra Dun, Uttaranchal, Pin Code- 248007",Kingston Imperial Institute Of Medical Sciences,Dehra Dun,Uttaranchal,Private,GNM,30 (Thirty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
2,Kingston Imperial Institute Of Medical Sciences,"Kingston Imperial Institute Of Medical Sciences, Kanswali Kothri, Dunga, Dehradun - 248007, Dehradun, Distt.- Dehra Dun, Uttaranchal, Pin Code- 248007",Kingston Imperial Institute Of Medical Sciences,Dehra Dun,Uttaranchal,Private,B.Sc(N),60 (Sixty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
3,Late Shri Kharak Singh Valdiya Government Nursing Institute,"Late Shri Kharak Singh Valdiya Government Nursing Institute, Near Dev Singh Sports Field, Tildungari , Pithoragarh, Distt.- Pithoragarh, Uttaranchal, Pin Code- 262501",N.A.,Pithoragarh,Uttaranchal,Government,B.Sc(N),30 (Thirty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
4,Maa Ambey Institute Of Nursing & Paramedical Sciences,"Maa Ambey Institute Of Nursing & Paramedical Sciences, Makedi, Pithoragarh Road, Almora, Distt.- Almora, Uttaranchal, Pin Code- 263601",Ahana Charitable Trust,Almora,Uttaranchal,Private,GNM,30 (Thirty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
4,Maa Ambey Institute Of Nursing & Paramedical Sciences,"Maa Ambey Institute Of Nursing & Paramedical Sciences, Makedi, Pithoragarh Road, Almora, Distt.- Almora, Uttaranchal, Pin Code- 263601",Ahana Charitable Trust,Almora,Uttaranchal,Private,B.Sc(N),55 (Fifty Five),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
5,Miet Kumaon College Of Nursing,"Miet Kumaon College Of Nursing, Shiksha Nagar, Kaladhungi Road, Lamachaur, Haldwani, Distt.- Nainital, Uttaranchal, Pin Code- 263139",Devbhumi Foundatation Trust,Nainital,Uttaranchal,Private,GNM,50 (Fifty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
5,Miet Kumaon College Of Nursing,"Miet Kumaon College Of Nursing, Shiksha Nagar, Kaladhungi Road, Lamachaur, Haldwani, Distt.- Nainital, Uttaranchal, Pin Code- 263139",Devbhumi Foundatation Trust,Nainital,Uttaranchal,Private,B.Sc(N),60 (Sixty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
6,Naincy College Of Nursing,"Naincy College Of Nursing, P.O Jeolikote,, Naintal , Distt.- Nainital, Uttaranchal, Pin Code- 263127",Naincy Convent Educational And Social Welfare Society,Nainital,Uttaranchal,Private,GNM,60 (Sixty),2025-2026,3,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:43:29.504049
