inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Orissa|Baleshwar|BALASORE COLLEGE OF NURSING,Balasore College Of Nursing,"Balasore College Of Nursing, At- Sanotta, Po/Ps- Nilagiri, Dist.-Balasore, Balasore, Distt.- Baleshwar, Orissa, Pin Code- 756040",Unnati Trust,Baleshwar,Orissa,Private,B.Sc(N),20 (Twenty),20,756040,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:32.665621
Orissa|Khordha|BHAVA INSTITUTE OF MEDICAL SCIENCE & RESEARCH,Bhava Institute Of Medical Science & Research,"Bhava Institute Of Medical Science & Research, Plot -1480, I R C Village, Nayapalli, , Distt.- Khordha, Orissa, Pin Code- 751015",Asian Institute Of Technology,Khordha,Orissa,Private,ANM | GNM,30 (Thirty) | 40 (Forty),70,751015,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:32.665621
Orissa|Cuttack|BHUBANESWAR COLLEGE OF NURSING,Bhubaneswar College Of Nursing,"Bhubaneswar College Of Nursing, At/Po- Uttamapur, Balikuda, Vill.- Uttamapur, Tehsil- Cuttacksadar, Distt.- Cuttack, Orissa, Pin Code- 753011",Palli Vikash,Cuttack,Orissa,Private,B.Sc(N) | P B B.Sc(N),60 (Sixty) | 20 (Twenty),80,753011,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:32.665621
Orissa|Khordha|BHUBANESWAR SCHOOL OF NURSING,Bhubaneswar School Of Nursing,"Bhubaneswar School Of Nursing, 94, Dharmavihar, Post - Khandagiri, Jatani , Distt.- Khordha, Orissa, Pin Code- 751002",Sikhya Sanjog,Khordha,Orissa,Private,ANM,30 (Thirty),30,751002,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:32.665621
Orissa|Khordha|BIDYUT SCHOOL OF NURSING,Bidyut School Of Nursing,"Bidyut School Of Nursing, Plot No-1846,Nuasahi,Nayapalli , Bhubaneswar, Distt.- Khordha, Orissa, Pin Code- 751012",Gyana Jyoti Health Care Education Trust,Khordha,Orissa,Private,ANM,20 (Twenty),20,751012,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:32.665621
Orissa|Mayurbhanja|BIJUPATTNAIK NURSING TRAINING SCHOOL,Bijupattnaik Nursing Training School,"Bijupattnaik Nursing Training School, At-Debendrapur , Po-Takatpur, Baripada, Distt.- Mayurbhanja, Orissa, Pin Code- 757003",Medical Training Centre Of Briliant Institute Of Pharmaceutical Information Hospital And Technology,Mayurbhanja,Orissa,Private,ANM | GNM | B.Sc(N) | P B B.Sc(N),30 (Thirty) | 40 (Forty) | 20 (Twenty) | 20 (Twenty),110,757003,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:32.665621
Orissa|Nayagarh|BLUE WHEEL INSTITUTE OF NURSING SCIENCES,Blue Wheel Institute Of Nursing Sciences,"Blue Wheel Institute Of Nursing Sciences, At/Po- Chandpur, Chandpur, Distt.- Nayagarh, Orissa, Pin Code- 752024",Blue Wheel National Health Care And Educational Trust,Nayagarh,Orissa,Private,GNM | ANM | B.Sc(N),45 (Forty Five) | 20 (Twenty) | 30 (Thirty),95,752024,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:32.665621
Orissa|Khordha|CAPITAL ACADEMY OF NURSING,Capital Academy Of Nursing,"Capital Academy Of Nursing, Plot No- 209, Kharavel Nagar, Unit-3, Prananath Marg, Bhubaneswar , Bhubaneswar, Distt.- Khordha, Orissa, Pin Code- 751001",Sri Jagannath Education And Charitable Trust,Khordha,Orissa,Private,B.Sc(N) | M. Sc (N) | P B B.Sc(N),"50 (Fifty) | 20 (Twenty) Med-Surg-2, Obg-6, Psy-5, Paed-2, Chn-5 | 50 (Fifty)",120,751001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:32.665621
Orissa|Ganjam|CHRISTIAN HOSPITAL,Christian Hospital,"Christian Hospital, School Of Nursing, Christian Hospital, Berhampur, Ganjam, Odisha, Berhampur, Distt.- Ganjam, Orissa, Pin Code- 760001","School Of Nursing, Christian Hospital, Berhampur",Ganjam,Orissa,Private,GNM,30 (Thirty),30,760001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Cuttack|COLLEGE OF NURSING,College Of Nursing,"College Of Nursing, At- Charigharia, Po- Daulatabad, Choudwar , Cuttack , Distt.- Cuttack, Orissa, Pin Code- 754026",Nayak Educational Trust,Cuttack,Orissa,Private,B.Sc(N) | M. Sc (N),50 (Fifty) | 25 (Twenty Five),75,754026,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
