inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Daman & Diu|Daman|GOVERNMENT COLLEGE OF NURSING,Government College Of Nursing,"Government College Of Nursing, Daman, Daman Old Ghs School (E/M), Near Jetty Garden, Jain Street Nani Daman, Vill.- Nani Daman, Tehsil- Daman, Distt.- Daman, Daman & Diu, Pin Code- 369210",Directorate Of Medical And Health Services,Daman,Daman & Diu,Government,B.Sc(N) | M. Sc (N),50 (Fifty) | 20 (Twenty) 4 In Each Specialty,70,369210,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:12:25.511721
